text_index	folder_name	sentence_index	token_index	token_text	token_lemma	token_pos	token_entity
2	modelsgenvideo	187	3	video	video	NOUN	O
2	modelsgenvideo	187	4	credits	credit	NOUN	O
2	modelsgenvideo	187	5	Access	Access	PROPN	ORG
2	modelsgenvideo	187	6	Pika	Pika	PROPN	ORG
2	modelsgenvideo	188	1	creating	create	VERB	O
2	modelsgenvideo	188	2	experimenting	experiment	VERB	O
2	modelsgenvideo	188	3	videos	video	NOUN	O
2	modelsgenvideo	188	4	Download	Download	PROPN	O
2	modelsgenvideo	188	5	videos	video	NOUN	O
2	modelsgenvideo	188	6	making	make	VERB	O
2	modelsgenvideo	188	7	great	great	ADJ	O
2	modelsgenvideo	188	8	introduction	introduction	NOUN	O
2	modelsgenvideo	188	9	platform	platform	NOUN	O
2	modelsgenvideo	189	1	Key	Key	PROPN	O
2	modelsgenvideo	189	2	Features	feature	NOUN	O
2	modelsgenvideo	189	3	Basic	basic	ADJ	O
2	modelsgenvideo	189	4	access	access	NOUN	O
2	modelsgenvideo	189	5	essential	essential	ADJ	O
2	modelsgenvideo	189	6	features	feature	NOUN	O
2	modelsgenvideo	189	7	Pika	Pika	PROPN	GPE
2	modelsgenvideo	190	1	Ideal	ideal	ADJ	O
2	modelsgenvideo	190	2	casual	casual	ADJ	O
2	modelsgenvideo	190	3	exploratory	exploratory	ADJ	O
2	modelsgenvideo	190	4	use	use	NOUN	O
2	modelsgenvideo	191	1	Standard	Standard	PROPN	PERSON
2	modelsgenvideo	191	2	Plann	Plann	PROPN	PERSON
2	modelsgenvideo	191	3	Price	Price	PROPN	PERSON
2	modelsgenvideo	191	4	per	per	ADP	O
2	modelsgenvideo	191	5	month	month	NOUN	O
2	modelsgenvideo	191	6	billed	bill	VERB	O
2	modelsgenvideo	191	7	yearly	yearly	ADJ	O
2	modelsgenvideo	191	8	Ideal	Ideal	PROPN	O
2	modelsgenvideo	191	9	Creators	creator	NOUN	O
2	modelsgenvideo	191	10	need	need	VERB	O
2	modelsgenvideo	191	11	credits	credit	NOUN	O
2	modelsgenvideo	191	12	access	access	NOUN	O
2	modelsgenvideo	191	13	Pika	Pika	PROPN	O
2	modelsgenvideo	192	1	Standard	Standard	PROPN	O
2	modelsgenvideo	192	2	Plan	Plan	PROPN	O
2	modelsgenvideo	192	3	offers	offer	VERB	O
2	modelsgenvideo	192	4	signicantly	signicantly	ADV	O
2	modelsgenvideo	192	5	video	video	NOUN	O
2	modelsgenvideo	192	6	credits	credit	NOUN	O
2	modelsgenvideo	192	7	features	feature	NOUN	O
2	modelsgenvideo	192	8	compared	compare	VERB	O
2	modelsgenvideo	192	9	Free	Free	PROPN	O
2	modelsgenvideo	192	10	Plan	Plan	PROPN	O
2	modelsgenvideo	192	11	making	make	VERB	O
2	modelsgenvideo	192	12	suitable	suitable	ADJ	O
2	modelsgenvideo	192	13	users	user	NOUN	O
2	modelsgenvideo	192	14	want	want	VERB	O
2	modelsgenvideo	192	15	creative	creative	ADJ	O
2	modelsgenvideo	192	16	contro	contro	ADJ	O
2	modelsgenvideo	192	17	monthly	monthly	ADJ	DATE
2	modelsgenvideo	192	18	video	video	NOUN	O
2	modelsgenvideo	192	19	credits	credit	NOUN	O
2	modelsgenvideo	192	20	generating	generate	VERB	O
2	modelsgenvideo	192	21	content	content	NOUN	O
2	modelsgenvideo	193	1	Pika	Pika	PROPN	O
2	modelsgenvideo	193	2	providing	provide	VERB	O
2	modelsgenvideo	193	3	exibility	exibility	NOUN	O
2	modelsgenvideo	193	4	advanced	advanced	ADJ	O
2	modelsgenvideo	193	5	tools	tool	NOUN	O
2	modelsgenvideo	194	1	Fast	fast	ADJ	O
2	modelsgenvideo	194	2	video	video	NOUN	O
2	modelsgenvideo	194	3	generation	generation	NOUN	O
2	modelsgenvideo	194	4	save	save	VERB	O
2	modelsgenvideo	194	5	time	time	NOUN	O
2	modelsgenvideo	194	6	production	production	NOUN	O
2	modelsgenvideo	195	1	Download	Download	PROPN	O
2	modelsgenvideo	195	2	videos	video	NOUN	O
2	modelsgenvideo	195	3	watermark	watermark	NOUN	O
2	modelsgenvideo	195	4	allowing	allow	VERB	O
2	modelsgenvideo	195	5	professional	professional	ADJ	O
2	modelsgenvideo	195	6	use	use	NOUN	O
2	modelsgenvideo	196	1	Pika	Pika	PROPN	O
2	modelsgenvideo	196	2	AI	AI	PROPN	O
2	modelsgenvideo	196	3	Pika	Pika	PROPN	O
2	modelsgenvideo	197	1	Future	future	NOUN	O
2	modelsgenvideo	197	2	AI	AI	PROPN	O
2	modelsgenvideo	197	3	Video	Video	PROPN	O
2	modelsgenvideo	197	4	Generation	Generation	PROPN	O
2	modelsgenvideo	197	5	Purchase	purchase	NOUN	O
2	modelsgenvideo	197	6	roll	roll	NOUN	O
2	modelsgenvideo	197	7	credits	credit	NOUN	O
2	modelsgenvideo	197	8	times	time	NOUN	O
2	modelsgenvideo	197	9	extra	extra	ADJ	O
2	modelsgenvideo	197	10	video	video	NOUN	O
2	modelsgenvideo	197	11	credits	credit	NOUN	O
2	modelsgenvideo	197	12	needed	need	VERB	O
2	modelsgenvideo	198	1	Access	access	NOUN	O
2	modelsgenvideo	198	2	Features	feature	NOUN	O
2	modelsgenvideo	198	3	Modify	modify	VERB	O
2	modelsgenvideo	198	4	region	region	NOUN	O
2	modelsgenvideo	198	5	video	video	NOUN	O
2	modelsgenvideo	199	1	Lip	Lip	PROPN	O
2	modelsgenvideo	199	2	Sync	Sync	PROPN	O
2	modelsgenvideo	199	3	realistic	realistic	ADJ	O
2	modelsgenvideo	199	4	animations	animation	NOUN	O
2	modelsgenvideo	200	1	Automatic	automatic	ADJ	O
2	modelsgenvideo	200	2	sound	sound	ADJ	O
2	modelsgenvideo	200	3	effects	effect	NOUN	O
2	modelsgenvideo	200	4	add	add	VERB	O
2	modelsgenvideo	200	5	audio	audio	NOUN	O
2	modelsgenvideo	200	6	seamlessly	seamlessly	ADV	O
2	modelsgenvideo	201	1	Upscale	upscale	ADJ	O
2	modelsgenvideo	201	2	resolution	resolution	NOUN	O
2	modelsgenvideo	201	3	higher	high	ADJ	O
2	modelsgenvideo	201	4	quality	quality	NOUN	O
2	modelsgenvideo	201	5	visuals	visual	NOUN	O
2	modelsgenvideo	202	1	Expand	expand	VERB	O
2	modelsgenvideo	202	2	canvas	canvas	NOUN	O
2	modelsgenvideo	202	3	extend	extend	VERB	O
2	modelsgenvideo	202	4	video	video	NOUN	O
2	modelsgenvideo	202	5	length	length	NOUN	O
2	modelsgenvideo	202	6	extensive	extensive	ADJ	O
2	modelsgenvideo	202	7	content	content	NOUN	O
2	modelsgenvideo	202	8	creation	creation	NOUN	O
2	modelsgenvideo	203	1	Pro	Pro	PROPN	O
2	modelsgenvideo	203	2	Plan	Plan	PROPN	O
2	modelsgenvideo	203	3	Price	Price	PROPN	O
2	modelsgenvideo	203	4	per	per	ADP	O
2	modelsgenvideo	203	5	month	month	NOUN	O
2	modelsgenvideo	203	6	billed	bill	VERB	O
2	modelsgenvideo	203	7	yearly	yearly	ADJ	O
2	modelsgenvideo	203	8	Ideal	Ideal	PROPN	O
2	modelsgenvideo	203	9	Professionals	professional	NOUN	O
2	modelsgenvideo	203	10	need	need	VERB	O
2	modelsgenvideo	203	11	faster	fast	ADJ	O
2	modelsgenvideo	203	12	video	video	NOUN	O
2	modelsgenvideo	203	13	generation	generation	NOUN	O
2	modelsgenvideo	203	14	credits	credit	NOUN	O
2	modelsgenvideo	203	15	commercial	commercial	ADJ	O
2	modelsgenvideo	203	16	terms	term	NOUN	O
2	modelsgenvideo	204	1	Pro	Pro	PROPN	O
2	modelsgenvideo	204	2	Plan	Plan	PROPN	O
2	modelsgenvideo	204	3	designed	design	VERB	O
2	modelsgenvideo	204	4	heavy	heavy	ADJ	O
2	modelsgenvideo	204	5	users	user	NOUN	O
2	modelsgenvideo	204	6	require	require	VERB	O
2	modelsgenvideo	204	7	higher	high	ADJ	O
2	modelsgenvideo	204	8	speed	speed	NOUN	O
2	modelsgenvideo	204	9	credits	credit	NOUN	O
2	modelsgenvideo	204	10	ability	ability	NOUN	O
2	modelsgenvideo	204	11	use	use	VERB	O
2	modelsgenvideo	204	12	platform	platform	NOUN	O
2	modelsgenvideo	204	13	commercial	commercial	ADJ	O
2	modelsgenvideo	204	14	projects	project	NOUN	O
2	modelsgenvideo	204	15	monthly	monthly	ADJ	DATE
2	modelsgenvideo	204	16	video	video	NOUN	O
2	modelsgenvideo	204	17	credits	credit	NOUN	O
2	modelsgenvideo	204	18	larger	large	ADJ	O
2	modelsgenvideo	204	19	projects	project	NOUN	O
2	modelsgenvideo	204	20	greater	great	ADJ	O
2	modelsgenvideo	204	21	output	output	NOUN	O
2	modelsgenvideo	205	1	Faster	fast	ADJ	O
2	modelsgenvideo	205	2	generations	generation	NOUN	O
2	modelsgenvideo	205	3	keep	keep	VERB	O
2	modelsgenvideo	205	4	demanding	demand	VERB	O
2	modelsgenvideo	205	5	timelines	timeline	NOUN	O
2	modelsgenvideo	206	1	watermark	watermark	NOUN	O
2	modelsgenvideo	206	2	downloads	download	NOUN	O
2	modelsgenvideo	206	3	making	make	VERB	O
2	modelsgenvideo	206	4	videos	video	NOUN	O
2	modelsgenvideo	206	5	ready	ready	ADJ	O
2	modelsgenvideo	206	6	commercial	commercial	ADJ	O
2	modelsgenvideo	206	7	use	use	NOUN	O
2	modelsgenvideo	207	1	Commercial	commercial	ADJ	O
2	modelsgenvideo	207	2	terms	term	NOUN	O
2	modelsgenvideo	207	3	using	use	VERB	O
2	modelsgenvideo	207	4	videos	video	NOUN	O
2	modelsgenvideo	207	5	professional	professional	ADJ	O
2	modelsgenvideo	207	6	projects	project	NOUN	O
2	modelsgenvideo	208	1	Purchase	purchase	NOUN	O
2	modelsgenvideo	208	2	roll	roll	NOUN	O
2	modelsgenvideo	208	3	video	video	NOUN	O
2	modelsgenvideo	208	4	credits	credit	NOUN	O
2	modelsgenvideo	208	5	needed	need	VERB	O
2	modelsgenvideo	209	1	Access	access	NOUN	O
2	modelsgenvideo	209	2	Features	feature	NOUN	O
2	modelsgenvideo	209	3	Includes	include	VERB	O
2	modelsgenvideo	209	4	full	full	ADJ	O
2	modelsgenvideo	209	5	set	set	NOUN	O
2	modelsgenvideo	209	6	advanced	advanced	ADJ	O
2	modelsgenvideo	209	7	editing	editing	NOUN	O
2	modelsgenvideo	209	8	features	feature	NOUN	O
2	modelsgenvideo	209	9	Modify	modify	VERB	O
2	modelsgenvideo	209	10	region	region	NOUN	O
2	modelsgenvideo	209	11	Lip	Lip	PROPN	ORG
2	modelsgenvideo	209	12	Sync	Sync	PROPN	ORG
2	modelsgenvideo	209	13	Automatic	automatic	ADJ	ORG
2	modelsgenvideo	209	14	sound	sound	NOUN	O
2	modelsgenvideo	209	15	effects	effect	NOUN	O
2	modelsgenvideo	209	16	Upscale	upscale	ADJ	GPE
2	modelsgenvideo	209	17	resolution	resolution	NOUN	O
2	modelsgenvideo	209	18	Expand	expand	NOUN	ORG
2	modelsgenvideo	209	19	canvas	canvas	NOUN	O
2	modelsgenvideo	209	20	Extend	extend	VERB	O
2	modelsgenvideo	209	21	video	video	NOUN	O
2	modelsgenvideo	209	22	length	length	NOUN	O
2	modelsgenvideo	210	1	Unlimited	Unlimited	PROPN	O
2	modelsgenvideo	210	2	Plan	Plan	PROPN	O
2	modelsgenvideo	210	3	Price	Price	PROPN	O
2	modelsgenvideo	210	4	per	per	ADP	O
2	modelsgenvideo	210	5	month	month	NOUN	O
2	modelsgenvideo	210	6	billed	bill	VERB	O
2	modelsgenvideo	210	7	yearly	yearly	ADJ	O
2	modelsgenvideo	210	8	Ideal	Ideal	PROPN	O
2	modelsgenvideo	210	9	Creators	creator	NOUN	O
2	modelsgenvideo	210	10	want	want	VERB	O
2	modelsgenvideo	210	11	unlimited	unlimited	ADJ	O
2	modelsgenvideo	210	12	access	access	NOUN	O
2	modelsgenvideo	210	13	platform	platform	NOUN	O
2	modelsgenvideo	210	14	without	without	ADP	O
2	modelsgenvideo	210	15	restrictions	restriction	NOUN	O
2	modelsgenvideo	211	1	Unlimited	Unlimited	PROPN	LAW
2	modelsgenvideo	211	2	Plan	Plan	PROPN	LAW
2	modelsgenvideo	211	3	best	good	ADJ	O
2	modelsgenvideo	211	4	value	value	NOUN	O
2	modelsgenvideo	211	5	users	user	NOUN	O
2	modelsgenvideo	211	6	need	need	VERB	O
2	modelsgenvideo	211	7	maximum	maximum	ADJ	O
2	modelsgenvideo	211	8	exibility	exibility	NOUN	O
2	modelsgenvideo	211	9	unlimited	unlimited	ADJ	O
2	modelsgenvideo	211	10	creative	creative	ADJ	O
2	modelsgenvideo	211	11	potential	potential	NOUN	O
2	modelsgenvideo	212	1	Pika	Pika	PROPN	O
2	modelsgenvideo	212	2	AI	AI	PROPN	O
2	modelsgenvideo	212	3	Pika	Pika	PROPN	O
2	modelsgenvideo	213	1	Unlimited	unlimited	ADJ	O
2	modelsgenvideo	213	2	monthly	monthly	ADJ	DATE
2	modelsgenvideo	213	3	video	video	NOUN	O
2	modelsgenvideo	213	4	credits	credit	NOUN	O
2	modelsgenvideo	213	5	create	create	VERB	O
2	modelsgenvideo	213	6	many	many	ADJ	O
2	modelsgenvideo	213	7	videos	video	NOUN	O
2	modelsgenvideo	213	8	want	want	VERB	O
2	modelsgenvideo	214	1	Fastest	fast	ADJ	O
2	modelsgenvideo	214	2	generations	generation	NOUN	O
2	modelsgenvideo	214	3	ensuring	ensure	VERB	O
2	modelsgenvideo	214	4	videos	video	NOUN	O
2	modelsgenvideo	214	5	created	create	VERB	O
2	modelsgenvideo	214	6	shortest	short	ADJ	O
2	modelsgenvideo	214	7	time	time	NOUN	O
2	modelsgenvideo	214	8	possible	possible	ADJ	O
2	modelsgenvideo	215	1	watermark	watermark	NOUN	O
2	modelsgenvideo	215	2	downloads	download	NOUN	O
2	modelsgenvideo	215	3	ready	ready	ADJ	O
2	modelsgenvideo	215	4	personal	personal	ADJ	O
2	modelsgenvideo	215	5	commercial	commercial	ADJ	O
2	modelsgenvideo	215	6	use	use	NOUN	O
2	modelsgenvideo	216	1	Commercial	commercial	ADJ	O
2	modelsgenvideo	216	2	terms	term	NOUN	O
2	modelsgenvideo	216	3	professional	professional	ADJ	O
2	modelsgenvideo	216	4	content	content	NOUN	O
2	modelsgenvideo	216	5	creators	creator	NOUN	O
2	modelsgenvideo	217	1	Access	access	NOUN	O
2	modelsgenvideo	217	2	Features	feature	VERB	O
2	modelsgenvideo	217	3	advanced	advanced	ADJ	O
2	modelsgenvideo	217	4	features	feature	NOUN	O
2	modelsgenvideo	217	5	included	include	VERB	O
2	modelsgenvideo	218	1	Modify	modify	VERB	O
2	modelsgenvideo	218	2	region	region	NOUN	O
2	modelsgenvideo	218	3	Lip	Lip	PROPN	ORG
2	modelsgenvideo	218	4	Sync	Sync	PROPN	ORG
2	modelsgenvideo	218	5	Automatic	automatic	ADJ	ORG
2	modelsgenvideo	218	6	sound	sound	NOUN	O
2	modelsgenvideo	218	7	effects	effect	NOUN	O
2	modelsgenvideo	218	8	Upscale	upscale	ADJ	GPE
2	modelsgenvideo	218	9	resolution	resolution	NOUN	O
2	modelsgenvideo	218	10	Expand	expand	NOUN	ORG
2	modelsgenvideo	218	11	canvas	canvas	NOUN	O
2	modelsgenvideo	218	12	Extend	extend	VERB	O
2	modelsgenvideo	218	13	video	video	NOUN	O
2	modelsgenvideo	218	14	length	length	NOUN	O
2	modelsgenvideo	218	15	Additional	Additional	PROPN	ORG
2	modelsgenvideo	218	16	Information	Information	PROPN	ORG
2	modelsgenvideo	218	17	video	video	NOUN	O
2	modelsgenvideo	218	18	credits	credit	NOUN	O
2	modelsgenvideo	218	19	equal	equal	ADJ	O
2	modelsgenvideo	218	20	one	one	NUM	CARDINAL
2	modelsgenvideo	218	21	video	video	NOUN	O
2	modelsgenvideo	219	1	Subscription	subscription	NOUN	O
2	modelsgenvideo	219	2	credits	credit	NOUN	O
2	modelsgenvideo	219	3	roll	roll	VERB	O
2	modelsgenvideo	219	4	month	month	NOUN	DATE
2	modelsgenvideo	219	5	month	month	NOUN	DATE
2	modelsgenvideo	220	1	Users	user	NOUN	O
2	modelsgenvideo	220	2	upgrade	upgrade	VERB	O
2	modelsgenvideo	220	3	switch	switch	VERB	O
2	modelsgenvideo	220	4	cancel	cancel	VERB	O
2	modelsgenvideo	220	5	plans	plan	NOUN	O
2	modelsgenvideo	220	6	time	time	NOUN	O
2	modelsgenvideo	221	1	Depending	depend	VERB	O
2	modelsgenvideo	221	2	location	location	NOUN	O
2	modelsgenvideo	221	3	VAT	VAT	PROPN	ORG
2	modelsgenvideo	221	4	may	may	AUX	O
2	modelsgenvideo	221	5	applied	apply	VERB	O
2	modelsgenvideo	222	1	Plan	Plan	PROPN	O
2	modelsgenvideo	222	2	Right	right	ADJ	O
2	modelsgenvideo	223	1	Best	well	ADV	O
2	modelsgenvideo	223	2	exploring	explore	VERB	O
2	modelsgenvideo	223	3	platform	platform	NOUN	O
2	modelsgenvideo	223	4	initial	initial	ADJ	O
2	modelsgenvideo	223	5	investment	investment	NOUN	O
2	modelsgenvideo	224	1	Perfect	perfect	INTJ	O
2	modelsgenvideo	224	2	curious	curious	ADJ	O
2	modelsgenvideo	224	3	Pika	Pika	PROPN	O
2	modelsgenvideo	225	1	want	want	VERB	O
2	modelsgenvideo	225	2	get	get	VERB	O
2	modelsgenvideo	225	3	feel	feel	NOUN	O
2	modelsgenvideo	225	4	features	feature	NOUN	O
2	modelsgenvideo	226	1	Standard	Standard	PROPN	O
2	modelsgenvideo	226	2	Plan	Plan	PROPN	O
2	modelsgenvideo	226	3	Ideal	ideal	ADJ	O
2	modelsgenvideo	226	4	creating	create	VERB	O
2	modelsgenvideo	226	5	content	content	NOUN	O
2	modelsgenvideo	226	6	requiring	require	VERB	O
2	modelsgenvideo	226	7	advanced	advanced	ADJ	O
2	modelsgenvideo	226	8	features	feature	NOUN	O
2	modelsgenvideo	226	9	Pika	Pika	PROPN	O
2	modelsgenvideo	227	1	Perfect	Perfect	PROPN	O
2	modelsgenvideo	227	2	regular	regular	ADJ	O
2	modelsgenvideo	227	3	users	user	NOUN	O
2	modelsgenvideo	227	4	looking	look	VERB	O
2	modelsgenvideo	227	5	faster	fast	ADJ	O
2	modelsgenvideo	227	6	output	output	NOUN	O
2	modelsgenvideo	227	7	control	control	NOUN	O
2	modelsgenvideo	227	8	video	video	NOUN	O
2	modelsgenvideo	227	9	editing	editing	NOUN	O
2	modelsgenvideo	228	1	Pro	Pro	PROPN	O
2	modelsgenvideo	228	2	Plan	Plan	PROPN	O
2	modelsgenvideo	228	3	Suited	suit	VERB	O
2	modelsgenvideo	228	4	professionals	professional	NOUN	O
2	modelsgenvideo	228	5	need	need	VERB	O
2	modelsgenvideo	228	6	high	high	ADJ	O
2	modelsgenvideo	228	7	speed	speed	NOUN	O
2	modelsgenvideo	228	8	generation	generation	NOUN	O
2	modelsgenvideo	228	9	video	video	NOUN	O
2	modelsgenvideo	228	10	credits	credit	NOUN	O
2	modelsgenvideo	228	11	access	access	NOUN	O
2	modelsgenvideo	228	12	advanced	advanced	ADJ	O
2	modelsgenvideo	228	13	features	feature	NOUN	O
2	modelsgenvideo	228	14	like	like	ADP	O
2	modelsgenvideo	228	15	Lip	Lip	PROPN	ORG
2	modelsgenvideo	228	16	Sync	Sync	PROPN	ORG
2	modelsgenvideo	228	17	commercial	commercial	ADJ	O
2	modelsgenvideo	228	18	usage	usage	NOUN	O
2	modelsgenvideo	228	19	rights	right	NOUN	O
2	modelsgenvideo	229	1	best	good	ADJ	O
2	modelsgenvideo	229	2	option	option	NOUN	O
2	modelsgenvideo	229	3	creators	creator	NOUN	O
2	modelsgenvideo	229	4	needing	need	VERB	O
2	modelsgenvideo	229	5	unlimited	unlimited	ADJ	O
2	modelsgenvideo	229	6	access	access	NOUN	O
2	modelsgenvideo	229	7	platform	platform	NOUN	O
2	modelsgenvideo	230	1	producing	produce	VERB	O
2	modelsgenvideo	230	2	high	high	ADJ	O
2	modelsgenvideo	230	3	volumes	volume	NOUN	O
2	modelsgenvideo	230	4	videos	video	NOUN	O
2	modelsgenvideo	230	5	working	work	VERB	O
2	modelsgenvideo	230	6	commercial	commercial	ADJ	O
2	modelsgenvideo	230	7	projects	project	NOUN	O
2	modelsgenvideo	230	8	plan	plan	NOUN	O
2	modelsgenvideo	230	9	gives	give	VERB	O
2	modelsgenvideo	230	10	everything	everything	PRON	O
2	modelsgenvideo	230	11	without	without	ADP	O
2	modelsgenvideo	230	12	restrictions	restriction	NOUN	O
2	modelsgenvideo	231	1	Whether	whether	SCONJ	O
2	modelsgenvideo	231	2	casual	casual	ADJ	O
2	modelsgenvideo	231	3	user	user	NOUN	O
2	modelsgenvideo	231	4	enthusiastic	enthusiastic	ADJ	O
2	modelsgenvideo	231	5	content	content	NOUN	O
2	modelsgenvideo	231	6	creator	creator	NOUN	O
2	modelsgenvideo	231	7	professional	professional	ADJ	O
2	modelsgenvideo	231	8	lmmaker	lmmaker	NOUN	O
2	modelsgenvideo	231	9	Pika	Pika	PROPN	O
2	modelsgenvideo	232	1	offers	offer	VERB	O
2	modelsgenvideo	232	2	pricing	pricing	NOUN	O
2	modelsgenvideo	232	3	plan	plan	NOUN	O
2	modelsgenvideo	232	4	ts	ts	VERB	O
2	modelsgenvideo	232	5	needs	need	NOUN	O
2	modelsgenvideo	232	6	budget	budget	NOUN	O
2	modelsgenvideo	233	1	Explore	explore	VERB	O
2	modelsgenvideo	233	2	creative	creative	ADJ	O
2	modelsgenvideo	233	3	possibilities	possibility	NOUN	O
2	modelsgenvideo	233	4	start	start	VERB	O
2	modelsgenvideo	233	5	making	make	VERB	O
2	modelsgenvideo	233	6	impressive	impressive	ADJ	O
2	modelsgenvideo	233	7	AI	AI	PROPN	ORG
2	modelsgenvideo	233	8	generated	generate	VERB	O
2	modelsgenvideo	233	9	videos	video	NOUN	O
2	modelsgenvideo	233	10	today	today	NOUN	DATE
2	modelsgenvideo	234	1	Pika	Pika	PROPN	O
2	modelsgenvideo	234	2	AI	AI	PROPN	O
2	modelsgenvideo	234	3	Pika	Pika	PROPN	O
2	modelsgenvideo	235	1	Future	future	NOUN	O
2	modelsgenvideo	235	2	AI	AI	PROPN	O
2	modelsgenvideo	235	3	Video	Video	PROPN	O
2	modelsgenvideo	235	4	Generation	Generation	PROPN	O
2	modelsgenvideo	235	5	Pika	Pika	PROPN	O
2	modelsgenvideo	236	1	Prompts	prompt	NOUN	O
2	modelsgenvideo	236	2	Crafting	craft	VERB	O
2	modelsgenvideo	236	3	Effective	effective	ADJ	O
2	modelsgenvideo	236	4	Prompts	Prompts	PROPN	O
2	modelsgenvideo	236	5	Stunning	Stunning	PROPN	O
2	modelsgenvideo	236	6	Video	Video	PROPN	O
2	modelsgenvideo	236	7	Creation	Creation	PROPN	O
2	modelsgenvideo	236	8	Pika	Pika	PROPN	O
2	modelsgenvideo	237	1	powerful	powerful	ADJ	O
2	modelsgenvideo	237	2	AI	AI	PROPN	ORG
2	modelsgenvideo	237	3	video	video	NOUN	O
2	modelsgenvideo	237	4	generator	generator	NOUN	O
2	modelsgenvideo	237	5	allows	allow	VERB	O
2	modelsgenvideo	237	6	users	user	NOUN	O
2	modelsgenvideo	237	7	bring	bring	VERB	O
2	modelsgenvideo	237	8	creative	creative	ADJ	O
2	modelsgenvideo	237	9	visions	vision	NOUN	O
2	modelsgenvideo	237	10	life	life	NOUN	O
2	modelsgenvideo	237	11	engaging	engage	VERB	O
2	modelsgenvideo	237	12	visuals	visual	NOUN	O
2	modelsgenvideo	237	13	dynamic	dynamic	ADJ	O
2	modelsgenvideo	237	14	effects	effect	NOUN	O
2	modelsgenvideo	238	1	key	key	NOUN	O
2	modelsgenvideo	238	2	unlocking	unlock	VERB	O
2	modelsgenvideo	238	3	full	full	ADJ	O
2	modelsgenvideo	238	4	potential	potential	NOUN	O
2	modelsgenvideo	238	5	lies	lie	VERB	O
2	modelsgenvideo	238	6	crafting	craft	VERB	O
2	modelsgenvideo	238	7	right	right	ADJ	O
2	modelsgenvideo	238	8	prompts	prompt	NOUN	O
2	modelsgenvideo	239	1	right	right	ADJ	O
2	modelsgenvideo	239	2	prompts	prompt	NOUN	O
2	modelsgenvideo	239	3	generate	generate	VERB	O
2	modelsgenvideo	239	4	imaginative	imaginative	ADJ	O
2	modelsgenvideo	239	5	visually	visually	ADV	O
2	modelsgenvideo	239	6	captivating	captivate	VERB	O
2	modelsgenvideo	239	7	videos	video	NOUN	O
2	modelsgenvideo	239	8	suit	suit	VERB	O
2	modelsgenvideo	239	9	needs	need	NOUN	O
2	modelsgenvideo	239	10	action	action	NOUN	O
2	modelsgenvideo	239	11	packed	pack	VERB	O
2	modelsgenvideo	239	12	scenes	scene	NOUN	O
2	modelsgenvideo	239	13	whimsical	whimsical	ADJ	O
2	modelsgenvideo	239	14	transformations	transformation	NOUN	O
2	modelsgenvideo	240	1	Good	good	ADJ	O
2	modelsgenvideo	240	2	Prompts	prompt	NOUN	O
2	modelsgenvideo	240	3	Pika	Pika	PROPN	O
2	modelsgenvideo	241	1	Future	future	NOUN	O
2	modelsgenvideo	241	2	AI	AI	PROPN	O
2	modelsgenvideo	241	3	Video	Video	PROPN	O
2	modelsgenvideo	241	4	Generation	generation	NOUN	O
2	modelsgenvideo	241	5	make	make	VERB	O
2	modelsgenvideo	241	6	Pika	Pika	PROPN	O
2	modelsgenvideo	241	7	example	example	NOUN	O
2	modelsgenvideo	241	8	prompts	prompt	NOUN	O
2	modelsgenvideo	241	9	help	help	VERB	O
2	modelsgenvideo	241	10	produce	produce	VERB	O
2	modelsgenvideo	241	11	engaging	engaging	ADJ	O
2	modelsgenvideo	241	12	cinematic	cinematic	ADJ	O
2	modelsgenvideo	241	13	videos	video	NOUN	O
2	modelsgenvideo	242	1	Descriptive	descriptive	ADJ	EVENT
2	modelsgenvideo	242	2	Action	Action	PROPN	EVENT
2	modelsgenvideo	242	3	Prompts	Prompts	PROPN	EVENT
2	modelsgenvideo	242	4	Action	action	NOUN	EVENT
2	modelsgenvideo	242	5	based	base	VERB	O
2	modelsgenvideo	242	6	prompts	prompt	NOUN	O
2	modelsgenvideo	242	7	add	add	VERB	O
2	modelsgenvideo	242	8	energy	energy	NOUN	O
2	modelsgenvideo	242	9	excitement	excitement	NOUN	O
2	modelsgenvideo	242	10	videos	video	NOUN	O
2	modelsgenvideo	243	1	Describing	describe	VERB	O
2	modelsgenvideo	243	2	specic	specic	NOUN	O
2	modelsgenvideo	243	3	movements	movement	NOUN	O
2	modelsgenvideo	243	4	actions	action	NOUN	O
2	modelsgenvideo	243	5	allows	allow	VERB	O
2	modelsgenvideo	243	6	Pika	Pika	PROPN	ORG
2	modelsgenvideo	244	1	create	create	VERB	O
2	modelsgenvideo	244	2	dynamic	dynamic	ADJ	O
2	modelsgenvideo	244	3	visually	visually	ADV	O
2	modelsgenvideo	244	4	stimulating	stimulating	ADJ	O
2	modelsgenvideo	244	5	scenes	scene	NOUN	O
2	modelsgenvideo	245	1	examples	example	NOUN	O
2	modelsgenvideo	245	2	warrior	warrior	NOUN	O
2	modelsgenvideo	245	3	armor	armor	NOUN	O
2	modelsgenvideo	245	4	charging	charge	VERB	O
2	modelsgenvideo	245	5	battle	battle	NOUN	O
2	modelsgenvideo	246	1	action	action	NOUN	O
2	modelsgenvideo	246	2	packed	pack	VERB	O
2	modelsgenvideo	246	3	prompt	prompt	NOUN	O
2	modelsgenvideo	246	4	creates	create	VERB	O
2	modelsgenvideo	246	5	dramatic	dramatic	ADJ	O
2	modelsgenvideo	246	6	scene	scene	NOUN	O
2	modelsgenvideo	246	7	warrior	warrior	NOUN	O
